,file,bbox,class,size (cm)
3310,5_05_21-B5,"[1928.7613134569008, 1589.545652630049, 867.6058709698398, 1130.147928117026]",Mullus barbatus,15.7625154333386
3311,5_05_21-B5,"[1803.5080314226343, 1346.8905726023947, 1042.909278796118, 1105.4825637324855]",Mullus barbatus,16.582002295619
3312,5_05_21-B5,"[2151.6065061485633, 566.9265626718363, 423.7670911614782, 1535.4748270467242]",Mullus barbatus,18.0514063857376
3313,5_05_21-B5,"[2492, 707.5279931645917, 322.48822133475505, 1589.789949522336]",Mullus barbatus,18.5289946798141
3314,5_05_21-B5,"[2693, 1130, 365.72227377582794, 1142.4699243370324]",Mullus barbatus,13.5299081983815
3315,5_05_21-B5,"[3009.6546983354083, 1355, 310.17548616890736, 1273]",Mullus barbatus,15.3055340556664
3316,5_05_21-B5,"[3211.9874248894025, 1416.4506722736792, 396.6858417155777, 1302.451846966147]",Mullus barbatus,15.0294825961529
3317,5_05_21-B5,"[3018.180557229396, 865.8809067518387, 614.1942402530062, 1325.1190932481613]",Mullus barbatus,16.423531788639
3318,5_05_21-B5,"[3107.8063439254197, 535, 482.31537282595536, 1147.1250083882019]",Mullus barbatus,14.3148295705102
3319,5_05_21-B6,"[2444, 1529, 467.1231691162179, 1023.7799178080604]",Scorpaena porcus,12.9842898864395
3320,5_05_21-B6,"[2633.55557380519, 479.68102519316636, 828.2031829595076, 2060.5902020003314]",Scorpaena porcus,26.7964545051462
3321,5_05_21-B6,"[1264.2393224780596, 548, 451.9124255319948, 1286.4432791577938]",Serranus scriba,16.6305205760127
3322,5_05_21-B6,"[743, 119, 581, 1670.6462261581198]",Serranus scriba,20.5106197311066
3323,5_05_21-B4,"[1004.9123711079565, 523.4525036465122, 404.08762889204354, 1716.5474963534878]",Mullus barbatus,19.4870075737693
3324,5_05_21-B4,"[1294.8580951293916, 418, 469.1419048706084, 1934.5119648591453]",Mullus barbatus,22.5224422664007
3325,5_05_21-B4,"[1736, 180.75942748912442, 407.06454051944684, 1862.412145630452]",Mullus barbatus,21.6839486939312
3326,5_05_21-B4,"[968.6492428041896, 1684.3933784102624, 1105.3507571958103, 910.7342774551598]",Mullus barbatus,15.9752839423466
3327,5_05_21-B4,"[1999.3767538951608, 1048, 348.62324610483915, 1568.4884275694108]",Mullus barbatus,18.1101806097179
3328,5_05_21-B4,"[2335, 1105.1743785877438, 336.653785537555, 1446.8256214122562]",Mullus barbatus,17.1276391119333
3329,5_05_21-B4,"[2599, 1008.5435827106993, 653.7536365859696, 1410.1418206711296]",Mullus barbatus,17.0211149885689
3330,5_05_21-B4,"[2906, 1271.887487815661, 429.0230792511061, 1358.4437779085727]",Mullus barbatus,16.0908882570054
3331,5_05_21-B4,"[3298.8479698315778, 597, 339.04437843510686, 1432.9729133749663]",Mullus barbatus,16.824197185635
3332,5_05_21-B4,"[2721.4263250819636, 234.78260927264347, 301.92200175018934, 1434.6804608713385]",Mullus barbatus,16.8869702318686
3333,5_05_21-B4,"[2330, 233.58839115423046, 614.9995693370702, 1382.045262883968]",Mullus barbatus,16.2868412068965
3334,5_05_21-B13,"[3176.452391188958, 802.6041583328655, 391.2820589475368, 1611.3958416671344]",Pagellus erythrinus,19.9268455130563
3335,5_05_21-B13,"[2744, 534, 503.9956554607843, 1842]",Pagellus erythrinus,22.7260659011079
3336,5_05_21-B13,"[2271.8423951378563, 671, 700.1576048621437, 1901]",Pagellus erythrinus,23.8995657330261
3337,5_05_21-B13,"[1746, 473, 637.3382448703037, 2000]",Pagellus erythrinus,24.4773415681532
3338,5_05_21-B13,"[1273.468913931439, 346, 728.1389508404675, 1930]",Pagellus erythrinus,24.0033188975873
3339,5_05_21-B13,"[567, 266, 861, 2229]",Pagellus erythrinus,27.3553543055997
3340,5_05_21-B24,"[1591.585248971356, 321, 1164.414751028644, 307]",Spicara maena,14.7523077365431
3341,5_05_21-B24,"[885.1187686258961, 355.8419224083616, 910.0030660643642, 707.0885656970711]",Diplodus anularis,13.7136371999612
3342,5_05_21-B24,"[1080.6602584034483, 974.0597633305099, 656.4037715892493, 1025.6308931082024]",Diplodus anularis,14.4651715122884
3343,5_05_21-B24,"[958.9716365140624, 2241.806211080332, 1455.0122630149394, 387.1937889196679]",Spicara maena,17.8676881752273
3344,5_05_21-B24,"[845.6294280617044, 1422.8203714250328, 1153.9984161992652, 328.6467981408912]",Spicara maena,14.2460194480878
3345,5_05_21-B24,"[1459.9679231653865, 1106.6719010305092, 1405.2071408336258, 351.32809896949084]",Spicara maena,17.9467958858552
3346,5_05_21-B24,"[2441.9260473176737, 1532.7183001919752, 249.48609456064014, 1119.9153578055398]",Diplodus anularis,14.2298971392529
3347,5_05_21-B24,"[2635.5810633115325, 1592.6314567435663, 515.999999999995, 987.9999999999907]",Spicara maena,14.478204729207
3348,5_05_21-B24,"[2855.801643577992, 1537.6584551727772, 589.5264012210673, 1029.3611457057511]",Spicara maena,15.3424775405468
3349,5_05_21-B24,"[2876.3203304069616, 1249, 573.7649918747279, 941.2286781066132]",Spicara maena,13.8302824860425
3350,5_05_21-B24,"[2808.0028365182798, 1015.392948263798, 662.715346316063, 894.665717526686]",Diplodus anularis,13.9366129768077
3351,5_05_21-B15,"[765.4548052348601, 386.85738647484874, 1174.8531750023499, 532.7822537801355]",Pagellus acarne,14.3992080701593
3352,5_05_21-B15,"[1456.8188977933328, 338, 1202.1811022066672, 259.87781407050943]",Pagellus acarne,14.580015879723
3353,5_05_21-B15,"[1847, 587.6254760042497, 1234.6953471833463, 463.5603100111174]",Pagellus acarne,15.5842354635869
3354,5_05_21-B15,"[3377.126141888909, 1207.7786681401758, 202.53757808891532, 1061.6802467872344]",Pagellus acarne,13.1679420916465
3355,5_05_21-B15,"[2607.0428740519324, 1869.8678767388458, 346.86957829164567, 1040.5536749102473]",Pagellus acarne,13.1770221880006
3356,5_05_21-B15,"[1505.1070297494323, 2291.1587031227327, 1106.3169386049815, 287.68357223553994]",Pagellus acarne,13.541482299819
3357,5_05_21-B15,"[627.5353424560385, 1662.577101681484, 390.4646575439615, 1095.6197303733177]",Pagellus acarne,12.6975414607914
3358,5_05_21-B15,"[1132, 686.0170851850323, 419, 1260.2654141214305]",Pagellus acarne,14.8614510080709
3359,5_05_21-B16,"[754.2589992019598, 1617.8609614835846, 387.8304947652082, 1119.1390385164154]",Pagellus acarne,13.1973139935425
3360,5_05_21-B16,"[1134, 1351, 291.31568484251966, 1243.6753554678357]",Pagellus acarne,14.3246822566461
3361,5_05_21-B16,"[2132.526242532805, 1789.0340224254276, 783.2530988066378, 956.2330731766458]",Pagellus acarne,13.9710919938877
3362,5_05_21-B16,"[2445.003660908135, 1900.3044416881921, 678.5141268879238, 733.7721261608485]",Pagellus acarne,11.9440509836486
3363,5_05_21-B16,"[1921.4128554395654, 1403.0846171772807, 306.5871445604346, 1189.2746745765292]",Pagellus acarne,14.6363603310742
3364,5_05_21-B16,"[780.3389009934991, 780.790936164696, 1040.1841798836772, 579.209063835304]",Pagellus acarne,13.9114323811304
3365,5_05_21-B16,"[3138.4924976554003, 671.9049079285032, 418.50750234459974, 1195.4104914503325]",Symphodus tinca H,15.0303373595851
3366,5_05_21-B23,"[246.72429074403829, 305, 1116.8566352216571, 666]",Diplodus anularis,13.8956935880775
3367,5_05_21-B23,"[499.2121075126284, 1430, 1039.4083177905284, 739.7878924873717]",Diplodus anularis,14.7270240218998
3368,5_05_21-B23,"[2480.085133087897, 2214.85711464152, 979.7855566151707, 463.1713540362625]",Diplodus anularis,12.8124999895635
3369,5_05_21-B23,"[2722.1523566815813, 1634.4568420512107, 865.3387376974933, 781.7101031790069]",Diplodus anularis,13.7672080195934
3370,5_05_21-B23,"[2194.3893636357416, 1422.6524920464394, 954.5221364716772, 888.5064331556091]",Spicara maena,15.4172149516779
3371,5_05_21-B23,"[2540.9733088386793, 984, 708.5925581048577, 764]",Diplodus anularis,12.1014285072932
3372,5_05_21-B23,"[2303, 805.4445246524489, 909.4623517024488, 696.5554753475511]",Diplodus anularis,13.3633966404508
3373,5_05_21-B23,"[2190, 588, 1018.863412164972, 367]",Diplodus anularis,12.4665723047554
3374,5_05_21-B23,"[1476.8884362182976, 303.7991067525921, 1261.9946255033492, 443.6473056704612]",Spicara maena,15.8075543969778
3375,5_05_21-B23,"[1157.2631989774284, 818.645799804423, 889.7368010225716, 789.354200195577]",Diplodus anularis,14.1964008515342
3376,5_05_21-B23,"[1931.7090398712166, 948.6432240746549, 368.03630870278766, 1331.1013799789448]",Diplodus anularis,16.182200260932
3377,5_05_21-B23,"[1627.4444378983283, 1532.4555707535474, 513.6910547025279, 1066.896805920635]",Diplodus anularis,14.0585475614994
3378,5_05_21-B10,"[459.2404685370103, 607.9360422389603, 715.5053233983689, 1120.9583399907779]",Sepia officinalis,10.9189391364839
3379,5_05_21-B10,"[1158, 1121.3821290489027, 822.0185315194858, 1098.8515239537714]",Sepia officinalis,10.7391604236479
3380,5_05_21-B10,"[2111.680111504911, 641, 754.1120648364581, 890.2425087475374]",Sepia officinalis,9.04527759748698
3381,5_05_21-B10,"[2515.075736877396, 929.2959459922225, 1017.9738483299025, 1179.7959388222716]",Sepia officinalis,12.6701840095638
3382,5_05_21-B51,"[838, 655, 605.2621951861784, 1634]",Serranus scriba,18.6805706707973
3383,5_05_21-B51,"[1299.51371965204, 234.75981911477922, 990.2982456140353, 1951.978909967908]",Pagellus erythrinus,24.6127168569726
3384,5_05_21-B51,"[2009.9216515732242, 534, 603.3651260259153, 1574.0123856179061]",Serranus scriba,18.8398700352006
3385,5_05_21-B51,"[2304, 2298.052706366203, 1096.744489152834, 446.2014161358561]",Serranus scriba,14.000952579849
3386,5_05_21-B51,"[3125.7864750456133, 808, 443.2135249543867, 900.003489152919]",Serranus scriba,10.9410899485835
3387,5_05_21-B51,"[2828.286499699742, 286, 500.71350030025815, 1663.171576032969]",Serranus scriba,19.3428574338483
3388,5_05_21-B44,"[918, 367.23541991083147, 676.6487951377876, 2003.4152279120415]",Pagrus pagrus,26.1581037049773
3389,5_05_21-B44,"[1624.0030321828501, 398.46558348174966, 642.7932341147796, 1996.5344165182503]",Pagrus pagrus,25.4144146939929
3390,5_05_21-B44,"[2059, 509, 894, 1829]",Pagrus pagrus,24.5490955458942
3391,5_05_21-B44,"[2500, 215.8683942034635, 1169.6554193255943, 2020.1316057965364]",Pagrus pagrus,26.7991359586113
3392,5_05_21-B47,"[864, 268.12504023117697, 853, 2520.8236254882586]",Pagrus pagrus,29.5464195291482
3393,5_05_21-B47,"[1710.3488914958466, 149.35883618138155, 984.6511085041534, 2610.641163818618]",Pagrus pagrus,31.94094417276
3394,5_05_21-B47,"[2863, 27, 931.7525802675314, 2531.2028796017994]",Pagellus erythrinus,33.5171078328658
3395,5_05_21-B28,"[658, 1148.3423354874103, 503, 1421.6576645125897]",Pagrus pagrus,16.6523064017817
3396,5_05_21-B28,"[761.7700987418476, 1170.2670543504516, 1166.1435993141354, 1325.1923886873021]",Spicara maena,18.9669861339104
3397,5_05_21-B28,"[1181, 1944.3926918815791, 1317, 749.6855543898628]",Pagrus pagrus,16.4814403861778
3398,5_05_21-B28,"[1848, 1981.466170751229, 1234.396819124905, 730.5338292487711]",Spicara maena,16.3872073712191
3399,5_05_21-B28,"[2809.4296559047457, 1408, 811.0021652851851, 1429]",Pagellus erythrinus,18.9726623194837
3400,5_05_21-B28,"[2186.178595398719, 1037, 1399.7742313726067, 500]",Pagellus erythrinus,16.8836032216705
3401,5_05_21-B45,"[2387.802820619402, 489.21466443057625, 1072.008980965314, 2298.015993620317]",Pagrus pagrus,26.2640137018418
3402,5_05_21-B45,"[1819.5312094464025, 508.69150437715314, 919.4687905535975, 2114.3084956228467]",Pagrus pagrus,24.5463435384251
3403,5_05_21-B45,"[543, 347.98358363995123, 766.7361546160887, 2066.016416360049]",Pagrus pagrus,24.1318041269448
3404,5_05_21-B50,"[1095.2324968446485, 1118.0124897700202, 1635.5788060174334, 1108.9875102299798]",Pagrus pagrus,23.2558101446674
3405,7_06_21-B25,"[1321.6780642580363, 911, 568.3219357419637, 1812.0903927240984]",Serranus scriba,21.8479246444187
3406,7_06_21-B25,"[1801, 784, 649.8179825569291, 1639.3888081011196]",Serranus scriba,20.8593704365896
3407,7_06_21-B25,"[2070, 369.1809590332124, 948.1899226024989, 1817.112543592326]",Serranus scriba,23.71134664675
3408,7_06_21-B25,"[2577, 270.95305958124135, 476, 1233.0469404187586]",Serranus scriba,16.2224319279051
3409,7_06_21-B9,"[600.3722138242251, 1176.597311603204, 1779.6937205431482, 1501.2044960038604]",Pagrus pagrus,24.3921994931392
3410,7_06_21-B9,"[1647.3098113106782, 1098.283352131135, 1974.7981210130417, 851.608340860022]",Pagrus pagrus,24.21744755581
3411,7_06_21-B9,"[1032, 343, 2187.241865955322, 720]",Pagrus pagrus,26.1975113808537
3412,7_06_21-B14,"[3262, 435, 310, 1068]",Serranus scriba,14.1579194662666
3413,7_06_21-B14,"[2178, 964.7129815934542, 786, 986.2870184065458]",Serranus scriba,15.4403441527001
3414,7_06_21-B14,"[2251.376854370932, 1474.8700798383943, 831.7468088349847, 739.275226198899]",Serranus scriba,13.2983612422125
3415,7_06_21-B14,"[2270.389365231789, 1867.7580671080236, 980.0038185097355, 781.595160737545]",Serranus scriba,14.24505883495
3416,7_06_21-B14,"[1895, 2052.4871853144496, 1020, 701.5128146855504]",Serranus scriba,14.6775578058816
3417,7_06_21-B14,"[894, 2275.43621583899, 889, 461.8732817065247]",Scorpaena porcus,11.4637490494145
3418,7_06_21-B14,"[667, 1232.1837681478573, 933.8663125554197, 786.8162318521427]",Serranus scriba,14.2078355256309
3419,7_06_21-B14,"[1468, 1163.8690944798395, 841.9196458366919, 715.8260701303145]",Scorpaena porcus,13.0749076142287
3420,7_06_21-B14,"[1994, 719, 345.7561392589405, 1047.7739870878179]",Serranus scriba,13.6455877031753
3421,7_06_21-B7,"[1255, 1265, 1083.3423000659914, 1379]",Pagellus acarne,20.4683379263732
3422,7_06_21-B7,"[1203.937268602365, 646.2906815918324, 883.9912040383217, 1466.8980013417045]",Pagellus acarne,20.341332581868
3423,7_06_21-B7,"[1933, 662.2198541762643, 366.13894085181255, 1443.7801458237357]",Pagellus acarne,18.2748134566881
3424,7_06_21-B7,"[2238.0102366642286, 1424.079338309263, 993.6556825276571, 1259.920661690737]",Pagellus acarne,19.8541251635152
3425,7_06_21-B7,"[2175, 380.3618588783272, 395, 1580.3202247677975]",Pagellus acarne,20.1437032125926
3426,7_06_21-B7,"[2609.7666382476864, 599.5308287348191, 485.0561728136663, 1316.4691712651809]",Pagellus acarne,17.5877213156048
3427,7_06_21-B7,"[2903, 837.5360828426745, 489.2372286912705, 1717.4639171573253]",Pagellus acarne,21.4321728238521
3428,7_06_21-B1,"[544, 341.1944849554934, 973.2952032723651, 1908.8055150445066]",Sepia officinalis,12.8127515399829
3429,7_06_21-B1,"[1379, 390, 906.6393149560968, 1725.757436248794]",Sepia officinalis,13.431888143896
3430,7_06_21-B1,"[2088, 420, 904.145958024571, 1902]",Sepia officinalis,12.9054666737799
3431,7_06_21-B2,"[569, 354.2818015990048, 973, 1606.3783531603585]",Sepia officinalis,11.2508717015142
3432,7_06_21-B2,"[1301, 657, 597, 1563.1844278233284]",Sepia officinalis,9.76609121481614
3433,7_06_21-B2,"[1487, 449.55828410516074, 841.9493253996607, 1128.0994662205032]",Sepia officinalis,8.74156762658412
3434,7_06_21-B2,"[2129, 346.37723950335607, 866, 1293.6227604966439]",Sepia officinalis,9.97585890321246
3435,7_06_21-B2,"[2866.9184826198766, 299, 722.1341783930484, 1445]",Sepia officinalis,10.2672945130486
3436,7_06_21-B2,"[1939, 1447, 1003, 1178.085828812907]",Sepia officinalis,8.95567120452472
3437,7_06_21-B2,"[2477, 1507, 1078.0923143465566, 632]",Sepia officinalis,7.79849878313681
3438,7_06_21-B12,"[2664, 122.50302280171297, 833.6264832689467, 882.6158328859559]",Serranus scriba,14.4296505228219
3439,7_06_21-B12,"[890, 133, 1174, 346]",Serranus scriba,14.2023586482759
3440,7_06_21-B12,"[288.47621004572017, 771, 638.5237899542799, 1119.5769110042438]",Serranus scriba,14.678075584254
3441,7_06_21-B12,"[512.7321936697282, 522.9813629638452, 599.2640616349046, 1164.0186370361548]",Serranus scriba,15.0233997305999
3442,7_06_21-B12,"[777, 919, 950.260059005414, 1030.6279729723228]",Serranus scriba,15.642005757922
3443,7_06_21-B12,"[1421.4070048046926, 1082.7039362285097, 659.5929951953074, 1064.1465394830213]",Serranus scriba,14.6607391297123
3444,7_06_21-B12,"[1462, 2384.645311582945, 857, 285.35468841705506]",Scorpaena porcus,10.1138215091512
3445,7_06_21-B12,"[2618, 2280.567872926903, 910.0745247711675, 271.43212707309704]",Scorpaena porcus,11.0110906131505
3446,7_06_21-B12,"[2044.4427322006813, 1072, 992.5572677993187, 599.2868673461148]",Serranus scriba,13.8517380116228
3447,7_06_21-B12,"[1713.4726520428085, 448.3343999230119, 492.5273479571915, 979.9380026109568]",Serranus scriba,13.8610436681621
3448,7_06_21-B5,"[964.8823528118958, 380.3932537223374, 883.1176471881042, 1562.1445489111045]",Pagellus acarne,21.0355431257216
3449,7_06_21-B5,"[640.519828897561, 1485.797593384868, 1435.771559449496, 1277.172369503473]",Pagellus acarne,21.9673814445921
3450,7_06_21-B6,"[464, 977.7189151639012, 834.3609093439231, 1384.580729225926]",Pagellus acarne,18.0286271541169
3451,7_06_21-B6,"[1081.676963986853, 1016.7719548159961, 1079.323036013147, 1605.9863818353433]",Pagellus acarne,20.833198429663
3452,7_06_21-B6,"[451.29196654630283, 158, 1461.7080334536972, 494]",Pagellus acarne,17.5468860885321
3453,7_06_21-B6,"[524.2223550353135, 292, 1750.7776449646865, 700]",Pagellus acarne,21.4348054336715
3454,7_06_21-B6,"[1634, 732.4322124117884, 712, 1576.972147892679]",Pagellus acarne,19.2013048281793
3455,7_06_21-B6,"[1662.129541251484, 292.46014284509704, 1577.267335883416, 356.53985715490296]",Pagellus acarne,19.5823059252504
3456,7_06_21-B6,"[1485.221649255805, 2047.2885861139848, 1477.0666173523068, 628.7114138860152]",Pagellus acarne,18.0848312985193
3457,7_06_21-B6,"[2287.62290613784, 988.9496034021224, 1292.5891712745752, 1211.4375432796185]",Pagellus acarne,19.9309367655748
3458,7_06_21-B6,"[2831.975646983959, 606.8322685363805, 615.8840778853887, 1329.1677314636195]",Pagellus acarne,17.5281927844503
3459,7_06_21-B4,"[539, 256.848200494923, 955, 1500.9386825167562]",Pagellus acarne,20.5836242026028
3460,7_06_21-B4,"[1572, 575, 507, 1932]",Pagellus acarne,22.8447762006365
3461,7_06_21-B4,"[2047.624468249097, 1195.2435352043663, 744.4474652738968, 1519.5482186392787]",Pagellus acarne,19.5499089703931
3462,7_06_21-B4,"[2394, 461, 494, 1683]",Pagellus acarne,21.1464095681211
3463,7_06_21-B4,"[2816, 1036, 554.2640289839669, 1398]",Pagellus acarne,17.6848419091783
3464,7_06_21-B4,"[2951, 651.5936345475841, 535, 1398.406365452416]",Pagellus acarne,17.9838743075028
3465,7_06_21-B15,"[2159, 2229.671051961951, 1072, 525.328948038049]",Serranus scriba,13.5850092494447
3466,7_06_21-B15,"[2875.370730080642, 1316.9350053250155, 667.6292699193582, 1106.6574542281805]",Serranus scriba,14.8158050897298
3467,7_06_21-B15,"[1123.3490956476076, 2151.928477875889, 1060.435998346492, 695.0715221241112]",Serranus scriba,14.2777333138362
3468,7_06_21-B15,"[1761, 1209.6650873804592, 339.8428836363223, 1211.3349126195408]",Serranus scriba,14.4143472446929
3469,7_06_21-B15,"[433, 1743, 993.4551463674497, 1047.3775114110108]",Serranus scriba,15.5143206435626
3470,7_06_21-B15,"[1094.1736192011995, 1342.6992660528388, 345.8263807988005, 1102.1616498208016]",Serranus scriba,13.0252811344194
3471,7_06_21-B15,"[454, 682, 360.7165659412875, 1241.3171240570205]",Serranus scriba,15.2926900634883
3472,7_06_21-B15,"[671, 442, 426.9221911426823, 1297.4134487117583]",Serranus scriba,15.8093142469725
3473,7_06_21-B15,"[2032, 1076.1836398474015, 281.1819563819572, 1098.7439367113693]",Serranus scriba,13.2731683498842
3474,7_06_21-B15,"[2178, 911.9570211367471, 399, 1142.3608861961925]",Serranus scriba,14.4680585854165
3475,7_06_21-B15,"[2508, 398.97736419840464, 981, 420.58576993344366]",Serranus scriba,14.6710573114448
